Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008428,Newcastle upon Tyne 030D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01008428,Newcastle upon Tyne 030D,9,Mixed or Multiple ethnic groups: White and Asian,1
E01008428,Newcastle upon Tyne 030D,10,Mixed or Multiple ethnic groups: White and Black African,5
E01008428,Newcastle upon Tyne 030D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008428,Newcastle upon Tyne 030D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
E01008428,Newcastle upon Tyne 030D,13,"White: English, Welsh, Scottish, Northern Irish or British",1274
E01008428,Newcastle upon Tyne 030D,14,White: Irish,5
E01008428,Newcastle upon Tyne 030D,15,White: Gypsy or Irish Traveller,0
E01008428,Newcastle upon Tyne 030D,16,White: Roma,4
E01008428,Newcastle upon Tyne 030D,17,White: Other White,38
E01008428,Newcastle upon Tyne 030D,18,Other ethnic group: Arab,8
E01008428,Newcastle upon Tyne 030D,19,Other ethnic group: Any other ethnic group,17
E01008429,Newcastle upon Tyne 028D,-8,Does not apply,0
E01008429,Newcastle upon Tyne 028D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008429,Newcastle upon Tyne 028D,2,"Asian, Asian British or Asian Welsh: Chinese",3
E01008429,Newcastle upon Tyne 028D,3,"Asian, Asian British or Asian Welsh: Indian",0
E01008429,Newcastle upon Tyne 028D,4,"Asian, Asian British or Asian Welsh: Pakistani",2
E01008429,Newcastle upon Tyne 028D,5,"Asian, Asian British or Asian Welsh: Other Asian",14
E01008429,Newcastle upon Tyne 028D,6,"Black, Black British, Black Welsh, Caribbean or African: African",26
E01008429,Newcastle upon Tyne 028D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008429,Newcastle upon Tyne 028D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01008429,Newcastle upon Tyne 028D,9,Mixed or Multiple ethnic groups: White and Asian,1
E01008429,Newcastle upon Tyne 028D,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008429,Newcastle upon Tyne 028D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008429,Newcastle upon Tyne 028D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E01008429,Newcastle upon Tyne 028D,13,"White: English, Welsh, Scottish, Northern Irish or British",1350
E01008429,Newcastle upon Tyne 028D,14,White: Irish,1
E01008429,Newcastle upon Tyne 028D,15,White: Gypsy or Irish Traveller,6
E01008429,Newcastle upon Tyne 028D,16,White: Roma,5
E01008429,Newcastle upon Tyne 028D,17,White: Other White,69
E01008429,Newcastle upon Tyne 028D,18,Other ethnic group: Arab,6
E01008429,Newcastle upon Tyne 028D,19,Other ethnic group: Any other ethnic group,42
E01008430,Newcastle upon Tyne 020A,-8,Does not apply,0
E01008430,Newcastle upon Tyne 020A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008430,Newcastle upon Tyne 020A,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008430,Newcastle upon Tyne 020A,3,"Asian, Asian British or Asian Welsh: Indian",26
E01008430,Newcastle upon Tyne 020A,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008430,Newcastle upon Tyne 020A,5,"Asian, Asian British or Asian Welsh: Other Asian",11
E01008430,Newcastle upon Tyne 020A,6,"Black, Black British, Black Welsh, Caribbean or African: African",8
E01008430,Newcastle upon Tyne 020A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008430,Newcastle upon Tyne 020A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008430,Newcastle upon Tyne 020A,9,Mixed or Multiple ethnic groups: White and Asian,1
E01008430,Newcastle upon Tyne 020A,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008430,Newcastle upon Tyne 020A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008430,Newcastle upon Tyne 020A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,0
E01008430,Newcastle upon Tyne 020A,13,"White: English, Welsh, Scottish, Northern Irish or British",1145
E01008430,Newcastle upon Tyne 020A,14,White: Irish,4
E01008430,Newcastle upon Tyne 020A,15,White: Gypsy or Irish Traveller,1
E01008430,Newcastle upon Tyne 020A,16,White: Roma,1
E01008430,Newcastle upon Tyne 020A,17,White: Other White,19
E01008430,Newcastle upon Tyne 020A,18,Other ethnic group: Arab,0
E01008430,Newcastle upon Tyne 020A,19,Other ethnic group: Any other ethnic group,39
E01008431,Newcastle upon Tyne 020B,-8,Does not apply,0
E01008431,Newcastle upon Tyne 020B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008431,Newcastle upon Tyne 020B,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008431,Newcastle upon Tyne 020B,3,"Asian, Asian British or Asian Welsh: Indian",5
E01008431,Newcastle upon Tyne 020B,4,"Asian, Asian British or Asian Welsh: Pakistani",9
E01008431,Newcastle upon Tyne 020B,5,"Asian, Asian British or Asian Welsh: Other Asian",7
E01008431,Newcastle upon Tyne 020B,6,"Black, Black British, Black Welsh, Caribbean or African: African",7
E01008431,Newcastle upon Tyne 020B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008431,Newcastle upon Tyne 020B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01008431,Newcastle upon Tyne 020B,9,Mixed or Multiple ethnic groups: White and Asian,0
E01008431,Newcastle upon Tyne 020B,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008431,Newcastle upon Tyne 020B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008431,Newcastle upon Tyne 020B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E01008431,Newcastle upon Tyne 020B,13,"White: English, Welsh, Scottish, Northern Irish or British",1438
E01008431,Newcastle upon Tyne 020B,14,White: Irish,2
E01008431,Newcastle upon Tyne 020B,15,White: Gypsy or Irish Traveller,1
E01008431,Newcastle upon Tyne 020B,16,White: Roma,0
E01008431,Newcastle upon Tyne 020B,17,White: Other White,27
E01008431,Newcastle upon Tyne 020B,18,Other ethnic group: Arab,1
E01008431,Newcastle upon Tyne 020B,19,Other ethnic group: Any other ethnic group,11
E01008432,Newcastle upon Tyne 035B,-8,Does not apply,0
E01008432,Newcastle upon Tyne 035B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008432,Newcastle upon Tyne 035B,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008432,Newcastle upon Tyne 035B,3,"Asian, Asian British or Asian Welsh: Indian",11
E01008432,Newcastle upon Tyne 035B,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01008432,Newcastle upon Tyne 035B,5,"Asian, Asian British or Asian Welsh: Other Asian",16
E01008432,Newcastle upon Tyne 035B,6,"Black, Black British, Black Welsh, Caribbean or African: African",24
E01008432,Newcastle upon Tyne 035B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008432,Newcastle upon Tyne 035B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8
E01008432,Newcastle upon Tyne 035B,9,Mixed or Multiple ethnic groups: White and Asian,2
E01008432,Newcastle upon Tyne 035B,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008432,Newcastle upon Tyne 035B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008432,Newcastle upon Tyne 035B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008432,Newcastle upon Tyne 035B,13,"White: English, Welsh, Scottish, Northern Irish or British",1301
E01008432,Newcastle upon Tyne 035B,14,White: Irish,7
E01008432,Newcastle upon Tyne 035B,15,White: Gypsy or Irish Traveller,1
E01008432,Newcastle upon Tyne 035B,16,White: Roma,1
E01008432,Newcastle upon Tyne 035B,17,White: Other White,28
E01008432,Newcastle upon Tyne 035B,18,Other ethnic group: Arab,5
E01008432,Newcastle upon Tyne 035B,19,Other ethnic group: Any other ethnic group,5
E01008433,Newcastle upon Tyne 020C,-8,Does not apply,0
E01008433,Newcastle upon Tyne 020C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008433,Newcastle upon Tyne 020C,2,"Asian, Asian British or Asian Welsh: Chinese",3
E01008433,Newcastle upon Tyne 020C,3,"Asian, Asian British or Asian Welsh: Indian",14
E01008433,Newcastle upon Tyne 020C,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008433,Newcastle upon Tyne 020C,5,"Asian, Asian British or Asian Welsh: Other Asian",7
E01008433,Newcastle upon Tyne 020C,6,"Black, Black British, Black Welsh, Caribbean or African: African",7
E01008433,Newcastle upon Tyne 020C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008433,Newcastle upon Tyne 020C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01008433,Newcastle upon Tyne 020C,9,Mixed or Multiple ethnic groups: White and Asian,5
E01008433,Newcastle upon Tyne 020C,10,Mixed or Multiple ethnic groups: White and Black African,8
E01008433,Newcastle upon Tyne 020C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008433,Newcastle upon Tyne 020C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008433,Newcastle upon Tyne 020C,13,"White: English, Welsh, Scottish, Northern Irish or British",1267
E01008433,Newcastle upon Tyne 020C,14,White: Irish,2
E01008433,Newcastle upon Tyne 020C,15,White: Gypsy or Irish Traveller,0
E01008433,Newcastle upon Tyne 020C,16,White: Roma,0
E01008433,Newcastle upon Tyne 020C,17,White: Other White,18
E01008433,Newcastle upon Tyne 020C,18,Other ethnic group: Arab,4
E01008433,Newcastle upon Tyne 020C,19,Other ethnic group: Any other ethnic group,10
E01008434,Newcastle upon Tyne 020D,-8,Does not apply,0
E01008434,Newcastle upon Tyne 020D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01008434,Newcastle upon Tyne 020D,2,"Asian, Asian British or Asian Welsh: Chinese",6
E01008434,Newcastle upon Tyne 020D,3,"Asian, Asian British or Asian Welsh: Indian",6
E01008434,Newcastle upon Tyne 020D,4,"Asian, Asian British or Asian Welsh: Pakistani",5
E01008434,Newcastle upon Tyne 020D,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008434,Newcastle upon Tyne 020D,6,"Black, Black British, Black Welsh, Caribbean or African: African",3
E01008434,Newcastle upon Tyne 020D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008434,Newcastle upon Tyne 020D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10
E01008434,Newcastle upon Tyne 020D,9,Mixed or Multiple ethnic groups: White and Asian,7
E01008434,Newcastle upon Tyne 020D,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008434,Newcastle upon Tyne 020D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01008434,Newcastle upon Tyne 020D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E01008434,Newcastle upon Tyne 020D,13,"White: English, Welsh, Scottish, Northern Irish or British",1318
E01008434,Newcastle upon Tyne 020D,14,White: Irish,6
E01008434,Newcastle upon Tyne 020D,15,White: Gypsy or Irish Traveller,0
E01008434,Newcastle upon Tyne 020D,16,White: Roma,0
E01008434,Newcastle upon Tyne 020D,17,White: Other White,16
E01008434,Newcastle upon Tyne 020D,18,Other ethnic group: Arab,0
E01008434,Newcastle upon Tyne 020D,19,Other ethnic group: Any other ethnic group,20
E01008435,Newcastle upon Tyne 020E,-8,Does not apply,0
E01008435,Newcastle upon Tyne 020E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01008435,Newcastle upon Tyne 020E,2,"Asian, Asian British or Asian Welsh: Chinese",12
E01008435,Newcastle upon Tyne 020E,3,"Asian, Asian British or Asian Welsh: Indian",13
E01008435,Newcastle upon Tyne 020E,4,"Asian, Asian British or Asian Welsh: Pakistani",8
E01008435,Newcastle upon Tyne 020E,5,"Asian, Asian British or Asian Welsh: Other Asian",21
E01008435,Newcastle upon Tyne 020E,6,"Black, Black British, Black Welsh, Caribbean or African: African",33
E01008435,Newcastle upon Tyne 020E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008435,Newcastle upon Tyne 020E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01008435,Newcastle upon Tyne 020E,9,Mixed or Multiple ethnic groups: White and Asian,7
E01008435,Newcastle upon Tyne 020E,10,Mixed or Multiple ethnic groups: White and Black African,9
E01008435,Newcastle upon Tyne 020E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008435,Newcastle upon Tyne 020E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008435,Newcastle upon Tyne 020E,13,"White: English, Welsh, Scottish, Northern Irish or British",1389
E01008435,Newcastle upon Tyne 020E,14,White: Irish,6
E01008435,Newcastle upon Tyne 020E,15,White: Gypsy or Irish Traveller,6
E01008435,Newcastle upon Tyne 020E,16,White: Roma,2
E01008435,Newcastle upon Tyne 020E,17,White: Other White,45
E01008435,Newcastle upon Tyne 020E,18,Other ethnic group: Arab,5
E01008435,Newcastle upon Tyne 020E,19,Other ethnic group: Any other ethnic group,11
E01008436,Newcastle upon Tyne 020F,-8,Does not apply,0
E01008436,Newcastle upon Tyne 020F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01008436,Newcastle upon Tyne 020F,2,"Asian, Asian British or Asian Welsh: Chinese",23
E01008436,Newcastle upon Tyne 020F,3,"Asian, Asian British or Asian Welsh: Indian",7
E01008436,Newcastle upon Tyne 020F,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01008436,Newcastle upon Tyne 020F,5,"Asian, Asian British or Asian Welsh: Other Asian",61
E01008436,Newcastle upon Tyne 020F,6,"Black, Black British, Black Welsh, Caribbean or African: African",65
E01008436,Newcastle upon Tyne 020F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008436,Newcastle upon Tyne 020F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10
E01008436,Newcastle upon Tyne 020F,9,Mixed or Multiple ethnic groups: White and Asian,13
E01008436,Newcastle upon Tyne 020F,10,Mixed or Multiple ethnic groups: White and Black African,16
E01008436,Newcastle upon Tyne 020F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008436,Newcastle upon Tyne 020F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008436,Newcastle upon Tyne 020F,13,"White: English, Welsh, Scottish, Northern Irish or British",1225
E01008436,Newcastle upon Tyne 020F,14,White: Irish,2
E01008436,Newcastle upon Tyne 020F,15,White: Gypsy or Irish Traveller,3
E01008436,Newcastle upon Tyne 020F,16,White: Roma,0
E01008436,Newcastle upon Tyne 020F,17,White: Other White,28
E01008436,Newcastle upon Tyne 020F,18,Other ethnic group: Arab,20
E01008436,Newcastle upon Tyne 020F,19,Other ethnic group: Any other ethnic group,80
E01008437,Newcastle upon Tyne 041C,-8,Does not apply,0
E01008437,Newcastle upon Tyne 041C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",253
E01008437,Newcastle upon Tyne 041C,2,"Asian, Asian British or Asian Welsh: Chinese",16
E01008437,Newcastle upon Tyne 041C,3,"Asian, Asian British or Asian Welsh: Indian",17
E01008437,Newcastle upon Tyne 041C,4,"Asian, Asian British or Asian Welsh: Pakistani",55
E01008437,Newcastle upon Tyne 041C,5,"Asian, Asian British or Asian Welsh: Other Asian",57
E01008437,Newcastle upon Tyne 041C,6,"Black, Black British, Black Welsh, Caribbean or African: African",194
E01008437,Newcastle upon Tyne 041C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5
E01008437,Newcastle upon Tyne 041C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",80
E01008437,Newcastle upon Tyne 041C,9,Mixed or Multiple ethnic groups: White and Asian,15
E01008437,Newcastle upon Tyne 041C,10,Mixed or Multiple ethnic groups: White and Black African,30
E01008437,Newcastle upon Tyne 041C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01008437,Newcastle upon Tyne 041C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,15
E01008437,Newcastle upon Tyne 041C,13,"White: English, Welsh, Scottish, Northern Irish or British",820
E01008437,Newcastle upon Tyne 041C,14,White: Irish,11
E01008437,Newcastle upon Tyne 041C,15,White: Gypsy or Irish Traveller,1
E01008437,Newcastle upon Tyne 041C,16,White: Roma,2
E01008437,Newcastle upon Tyne 041C,17,White: Other White,60
E01008437,Newcastle upon Tyne 041C,18,Other ethnic group: Arab,33
E01008437,Newcastle upon Tyne 041C,19,Other ethnic group: Any other ethnic group,45
E01008438,Newcastle upon Tyne 041B,-8,Does not apply,0
E01008438,Newcastle upon Tyne 041B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",123
E01008438,Newcastle upon Tyne 041B,2,"Asian, Asian British or Asian Welsh: Chinese",57
E01008438,Newcastle upon Tyne 041B,3,"Asian, Asian British or Asian Welsh: Indian",19
E01008438,Newcastle upon Tyne 041B,4,"Asian, Asian British or Asian Welsh: Pakistani",24
E01008438,Newcastle upon Tyne 041B,5,"Asian, Asian British or Asian Welsh: Other Asian",117
E01008438,Newcastle upon Tyne 041B,6,"Black, Black British, Black Welsh, Caribbean or African: African",227
E01008438,Newcastle upon Tyne 041B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6
E01008438,Newcastle upon Tyne 041B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",21
E01008438,Newcastle upon Tyne 041B,9,Mixed or Multiple ethnic groups: White and Asian,10
E01008438,Newcastle upon Tyne 041B,10,Mixed or Multiple ethnic groups: White and Black African,10
E01008438,Newcastle upon Tyne 041B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01008438,Newcastle upon Tyne 041B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,22
E01008438,Newcastle upon Tyne 041B,13,"White: English, Welsh, Scottish, Northern Irish or British",1049
E01008438,Newcastle upon Tyne 041B,14,White: Irish,3
E01008438,Newcastle upon Tyne 041B,15,White: Gypsy or Irish Traveller,1
E01008438,Newcastle upon Tyne 041B,16,White: Roma,2
E01008438,Newcastle upon Tyne 041B,17,White: Other White,93
E01008438,Newcastle upon Tyne 041B,18,Other ethnic group: Arab,49
E01008438,Newcastle upon Tyne 041B,19,Other ethnic group: Any other ethnic group,88
E01008439,Newcastle upon Tyne 039D,-8,Does not apply,0
E01008439,Newcastle upon Tyne 039D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",143
E01008439,Newcastle upon Tyne 039D,2,"Asian, Asian British or Asian Welsh: Chinese",76
E01008439,Newcastle upon Tyne 039D,3,"Asian, Asian British or Asian Welsh: Indian",28
E01008439,Newcastle upon Tyne 039D,4,"Asian, Asian British or Asian Welsh: Pakistani",52
E01008439,Newcastle upon Tyne 039D,5,"Asian, Asian British or Asian Welsh: Other Asian",104
E01008439,Newcastle upon Tyne 039D,6,"Black, Black British, Black Welsh, Caribbean or African: African",252
E01008439,Newcastle upon Tyne 039D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6
E01008439,Newcastle upon Tyne 039D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",17
E01008439,Newcastle upon Tyne 039D,9,Mixed or Multiple ethnic groups: White and Asian,3
E01008439,Newcastle upon Tyne 039D,10,Mixed or Multiple ethnic groups: White and Black African,4
E01008439,Newcastle upon Tyne 039D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008439,Newcastle upon Tyne 039D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,20
E01008439,Newcastle upon Tyne 039D,13,"White: English, Welsh, Scottish, Northern Irish or British",832
E01008439,Newcastle upon Tyne 039D,14,White: Irish,8
E01008439,Newcastle upon Tyne 039D,15,White: Gypsy or Irish Traveller,0
E01008439,Newcastle upon Tyne 039D,16,White: Roma,5
E01008439,Newcastle upon Tyne 039D,17,White: Other White,90
E01008439,Newcastle upon Tyne 039D,18,Other ethnic group: Arab,29
E01008439,Newcastle upon Tyne 039D,19,Other ethnic group: Any other ethnic group,78
E01008441,Newcastle upon Tyne 031A,-8,Does not apply,0
E01008441,Newcastle upon Tyne 031A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008441,Newcastle upon Tyne 031A,2,"Asian, Asian British or Asian Welsh: Chinese",10
E01008441,Newcastle upon Tyne 031A,3,"Asian, Asian British or Asian Welsh: Indian",16
E01008441,Newcastle upon Tyne 031A,4,"Asian, Asian British or Asian Welsh: Pakistani",15
E01008441,Newcastle upon Tyne 031A,5,"Asian, Asian British or Asian Welsh: Other Asian",12
E01008441,Newcastle upon Tyne 031A,6,"Black, Black British, Black Welsh, Caribbean or African: African",47
E01008441,Newcastle upon Tyne 031A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008441,Newcastle upon Tyne 031A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008441,Newcastle upon Tyne 031A,9,Mixed or Multiple ethnic groups: White and Asian,10
E01008441,Newcastle upon Tyne 031A,10,Mixed or Multiple ethnic groups: White and Black African,49
E01008441,Newcastle upon Tyne 031A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008441,Newcastle upon Tyne 031A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E01008441,Newcastle upon Tyne 031A,13,"White: English, Welsh, Scottish, Northern Irish or British",1619
E01008441,Newcastle upon Tyne 031A,14,White: Irish,4
E01008441,Newcastle upon Tyne 031A,15,White: Gypsy or Irish Traveller,0
E01008441,Newcastle upon Tyne 031A,16,White: Roma,1
E01008441,Newcastle upon Tyne 031A,17,White: Other White,23
E01008441,Newcastle upon Tyne 031A,18,Other ethnic group: Arab,0
E01008441,Newcastle upon Tyne 031A,19,Other ethnic group: Any other ethnic group,5
E01008442,Newcastle upon Tyne 031B,-8,Does not apply,0
E01008442,Newcastle upon Tyne 031B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7
E01008442,Newcastle upon Tyne 031B,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008442,Newcastle upon Tyne 031B,3,"Asian, Asian British or Asian Welsh: Indian",6
E01008442,Newcastle upon Tyne 031B,4,"Asian, Asian British or Asian Welsh: Pakistani",2
E01008442,Newcastle upon Tyne 031B,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008442,Newcastle upon Tyne 031B,6,"Black, Black British, Black Welsh, Caribbean or African: African",0
E01008442,Newcastle upon Tyne 031B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008442,Newcastle upon Tyne 031B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008442,Newcastle upon Tyne 031B,9,Mixed or Multiple ethnic groups: White and Asian,4
E01008442,Newcastle upon Tyne 031B,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008442,Newcastle upon Tyne 031B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008442,Newcastle upon Tyne 031B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,0
E01008442,Newcastle upon Tyne 031B,13,"White: English, Welsh, Scottish, Northern Irish or British",1276
E01008442,Newcastle upon Tyne 031B,14,White: Irish,4
E01008442,Newcastle upon Tyne 031B,15,White: Gypsy or Irish Traveller,0
E01008442,Newcastle upon Tyne 031B,16,White: Roma,0
E01008442,Newcastle upon Tyne 031B,17,White: Other White,6
E01008442,Newcastle upon Tyne 031B,18,Other ethnic group: Arab,1
E01008442,Newcastle upon Tyne 031B,19,Other ethnic group: Any other ethnic group,1
E01008443,Newcastle upon Tyne 014G,-8,Does not apply,0
E01008443,Newcastle upon Tyne 014G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008443,Newcastle upon Tyne 014G,2,"Asian, Asian British or Asian Welsh: Chinese",5
E01008443,Newcastle upon Tyne 014G,3,"Asian, Asian British or Asian Welsh: Indian",15
E01008443,Newcastle upon Tyne 014G,4,"Asian, Asian British or Asian Welsh: Pakistani",8
E01008443,Newcastle upon Tyne 014G,5,"Asian, Asian British or Asian Welsh: Other Asian",9
E01008443,Newcastle upon Tyne 014G,6,"Black, Black British, Black Welsh, Caribbean or African: African",0
E01008443,Newcastle upon Tyne 014G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008443,Newcastle upon Tyne 014G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008443,Newcastle upon Tyne 014G,9,Mixed or Multiple ethnic groups: White and Asian,6
E01008443,Newcastle upon Tyne 014G,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008443,Newcastle upon Tyne 014G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008443,Newcastle upon Tyne 014G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,0
E01008443,Newcastle upon Tyne 014G,13,"White: English, Welsh, Scottish, Northern Irish or British",1315
E01008443,Newcastle upon Tyne 014G,14,White: Irish,6
E01008443,Newcastle upon Tyne 014G,15,White: Gypsy or Irish Traveller,0
E01008443,Newcastle upon Tyne 014G,16,White: Roma,0
E01008443,Newcastle upon Tyne 014G,17,White: Other White,17
E01008443,Newcastle upon Tyne 014G,18,Other ethnic group: Arab,0
E01008443,Newcastle upon Tyne 014G,19,Other ethnic group: Any other ethnic group,2
E01008444,Newcastle upon Tyne 031C,-8,Does not apply,0
E01008444,Newcastle upon Tyne 031C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01008444,Newcastle upon Tyne 031C,2,"Asian, Asian British or Asian Welsh: Chinese",10
E01008444,Newcastle upon Tyne 031C,3,"Asian, Asian British or Asian Welsh: Indian",3
E01008444,Newcastle upon Tyne 031C,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008444,Newcastle upon Tyne 031C,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008444,Newcastle upon Tyne 031C,6,"Black, Black British, Black Welsh, Caribbean or African: African",5
E01008444,Newcastle upon Tyne 031C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008444,Newcastle upon Tyne 031C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008444,Newcastle upon Tyne 031C,9,Mixed or Multiple ethnic groups: White and Asian,2
E01008444,Newcastle upon Tyne 031C,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008444,Newcastle upon Tyne 031C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008444,Newcastle upon Tyne 031C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1
E01008444,Newcastle upon Tyne 031C,13,"White: English, Welsh, Scottish, Northern Irish or British",1546
E01008444,Newcastle upon Tyne 031C,14,White: Irish,6
E01008444,Newcastle upon Tyne 031C,15,White: Gypsy or Irish Traveller,0
E01008444,Newcastle upon Tyne 031C,16,White: Roma,0
E01008444,Newcastle upon Tyne 031C,17,White: Other White,12
E01008444,Newcastle upon Tyne 031C,18,Other ethnic group: Arab,2
E01008444,Newcastle upon Tyne 031C,19,Other ethnic group: Any other ethnic group,1
E01008445,Newcastle upon Tyne 031D,-8,Does not apply,0
E01008445,Newcastle upon Tyne 031D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01008445,Newcastle upon Tyne 031D,2,"Asian, Asian British or Asian Welsh: Chinese",12
E01008445,Newcastle upon Tyne 031D,3,"Asian, Asian British or Asian Welsh: Indian",24
E01008445,Newcastle upon Tyne 031D,4,"Asian, Asian British or Asian Welsh: Pakistani",12
