Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008399,Newcastle upon Tyne 039A,10,Mixed or Multiple ethnic groups: White and Black African,18
E01008399,Newcastle upon Tyne 039A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008399,Newcastle upon Tyne 039A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,25
E01008399,Newcastle upon Tyne 039A,13,"White: English, Welsh, Scottish, Northern Irish or British",775
E01008399,Newcastle upon Tyne 039A,14,White: Irish,10
E01008399,Newcastle upon Tyne 039A,15,White: Gypsy or Irish Traveller,0
E01008399,Newcastle upon Tyne 039A,16,White: Roma,16
E01008399,Newcastle upon Tyne 039A,17,White: Other White,80
E01008399,Newcastle upon Tyne 039A,18,Other ethnic group: Arab,130
E01008399,Newcastle upon Tyne 039A,19,Other ethnic group: Any other ethnic group,118
E01008400,Newcastle upon Tyne 014A,-8,Does not apply,0
E01008400,Newcastle upon Tyne 014A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01008400,Newcastle upon Tyne 014A,2,"Asian, Asian British or Asian Welsh: Chinese",0
E01008400,Newcastle upon Tyne 014A,3,"Asian, Asian British or Asian Welsh: Indian",11
E01008400,Newcastle upon Tyne 014A,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008400,Newcastle upon Tyne 014A,5,"Asian, Asian British or Asian Welsh: Other Asian",7
E01008400,Newcastle upon Tyne 014A,6,"Black, Black British, Black Welsh, Caribbean or African: African",14
E01008400,Newcastle upon Tyne 014A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008400,Newcastle upon Tyne 014A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01008400,Newcastle upon Tyne 014A,9,Mixed or Multiple ethnic groups: White and Asian,7
E01008400,Newcastle upon Tyne 014A,10,Mixed or Multiple ethnic groups: White and Black African,5
E01008400,Newcastle upon Tyne 014A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008400,Newcastle upon Tyne 014A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008400,Newcastle upon Tyne 014A,13,"White: English, Welsh, Scottish, Northern Irish or British",1592
E01008400,Newcastle upon Tyne 014A,14,White: Irish,4
E01008400,Newcastle upon Tyne 014A,15,White: Gypsy or Irish Traveller,0
E01008400,Newcastle upon Tyne 014A,16,White: Roma,0
E01008400,Newcastle upon Tyne 014A,17,White: Other White,30
E01008400,Newcastle upon Tyne 014A,18,Other ethnic group: Arab,29
E01008400,Newcastle upon Tyne 014A,19,Other ethnic group: Any other ethnic group,3
E01008401,Newcastle upon Tyne 014B,-8,Does not apply,0
E01008401,Newcastle upon Tyne 014B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008401,Newcastle upon Tyne 014B,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008401,Newcastle upon Tyne 014B,3,"Asian, Asian British or Asian Welsh: Indian",9
E01008401,Newcastle upon Tyne 014B,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008401,Newcastle upon Tyne 014B,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008401,Newcastle upon Tyne 014B,6,"Black, Black British, Black Welsh, Caribbean or African: African",5
E01008401,Newcastle upon Tyne 014B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008401,Newcastle upon Tyne 014B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8
E01008401,Newcastle upon Tyne 014B,9,Mixed or Multiple ethnic groups: White and Asian,1
E01008401,Newcastle upon Tyne 014B,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008401,Newcastle upon Tyne 014B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01008401,Newcastle upon Tyne 014B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008401,Newcastle upon Tyne 014B,13,"White: English, Welsh, Scottish, Northern Irish or British",1439
E01008401,Newcastle upon Tyne 014B,14,White: Irish,2
E01008401,Newcastle upon Tyne 014B,15,White: Gypsy or Irish Traveller,0
E01008401,Newcastle upon Tyne 014B,16,White: Roma,0
E01008401,Newcastle upon Tyne 014B,17,White: Other White,21
E01008401,Newcastle upon Tyne 014B,18,Other ethnic group: Arab,0
E01008401,Newcastle upon Tyne 014B,19,Other ethnic group: Any other ethnic group,2
E01008402,Newcastle upon Tyne 014C,-8,Does not apply,0
E01008402,Newcastle upon Tyne 014C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008402,Newcastle upon Tyne 014C,2,"Asian, Asian British or Asian Welsh: Chinese",5
E01008402,Newcastle upon Tyne 014C,3,"Asian, Asian British or Asian Welsh: Indian",5
E01008402,Newcastle upon Tyne 014C,4,"Asian, Asian British or Asian Welsh: Pakistani",10
E01008402,Newcastle upon Tyne 014C,5,"Asian, Asian British or Asian Welsh: Other Asian",2
E01008402,Newcastle upon Tyne 014C,6,"Black, Black British, Black Welsh, Caribbean or African: African",1
E01008402,Newcastle upon Tyne 014C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008402,Newcastle upon Tyne 014C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008402,Newcastle upon Tyne 014C,9,Mixed or Multiple ethnic groups: White and Asian,8
E01008402,Newcastle upon Tyne 014C,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008402,Newcastle upon Tyne 014C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008402,Newcastle upon Tyne 014C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008402,Newcastle upon Tyne 014C,13,"White: English, Welsh, Scottish, Northern Irish or British",1375
E01008402,Newcastle upon Tyne 014C,14,White: Irish,10
E01008402,Newcastle upon Tyne 014C,15,White: Gypsy or Irish Traveller,0
E01008402,Newcastle upon Tyne 014C,16,White: Roma,0
E01008402,Newcastle upon Tyne 014C,17,White: Other White,7
E01008402,Newcastle upon Tyne 014C,18,Other ethnic group: Arab,0
E01008402,Newcastle upon Tyne 014C,19,Other ethnic group: Any other ethnic group,0
E01008403,Newcastle upon Tyne 014D,-8,Does not apply,0
E01008403,Newcastle upon Tyne 014D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008403,Newcastle upon Tyne 014D,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008403,Newcastle upon Tyne 014D,3,"Asian, Asian British or Asian Welsh: Indian",17
E01008403,Newcastle upon Tyne 014D,4,"Asian, Asian British or Asian Welsh: Pakistani",2
E01008403,Newcastle upon Tyne 014D,5,"Asian, Asian British or Asian Welsh: Other Asian",3
E01008403,Newcastle upon Tyne 014D,6,"Black, Black British, Black Welsh, Caribbean or African: African",18
E01008403,Newcastle upon Tyne 014D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008403,Newcastle upon Tyne 014D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008403,Newcastle upon Tyne 014D,9,Mixed or Multiple ethnic groups: White and Asian,3
E01008403,Newcastle upon Tyne 014D,10,Mixed or Multiple ethnic groups: White and Black African,3
E01008403,Newcastle upon Tyne 014D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008403,Newcastle upon Tyne 014D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008403,Newcastle upon Tyne 014D,13,"White: English, Welsh, Scottish, Northern Irish or British",1494
E01008403,Newcastle upon Tyne 014D,14,White: Irish,7
E01008403,Newcastle upon Tyne 014D,15,White: Gypsy or Irish Traveller,0
E01008403,Newcastle upon Tyne 014D,16,White: Roma,0
E01008403,Newcastle upon Tyne 014D,17,White: Other White,27
E01008403,Newcastle upon Tyne 014D,18,Other ethnic group: Arab,0
E01008403,Newcastle upon Tyne 014D,19,Other ethnic group: Any other ethnic group,2
E01008404,Newcastle upon Tyne 014E,-8,Does not apply,0
E01008404,Newcastle upon Tyne 014E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",11
E01008404,Newcastle upon Tyne 014E,2,"Asian, Asian British or Asian Welsh: Chinese",1
E01008404,Newcastle upon Tyne 014E,3,"Asian, Asian British or Asian Welsh: Indian",1
E01008404,Newcastle upon Tyne 014E,4,"Asian, Asian British or Asian Welsh: Pakistani",11
E01008404,Newcastle upon Tyne 014E,5,"Asian, Asian British or Asian Welsh: Other Asian",9
E01008404,Newcastle upon Tyne 014E,6,"Black, Black British, Black Welsh, Caribbean or African: African",26
E01008404,Newcastle upon Tyne 014E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008404,Newcastle upon Tyne 014E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008404,Newcastle upon Tyne 014E,9,Mixed or Multiple ethnic groups: White and Asian,10
E01008404,Newcastle upon Tyne 014E,10,Mixed or Multiple ethnic groups: White and Black African,4
E01008404,Newcastle upon Tyne 014E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008404,Newcastle upon Tyne 014E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008404,Newcastle upon Tyne 014E,13,"White: English, Welsh, Scottish, Northern Irish or British",1429
E01008404,Newcastle upon Tyne 014E,14,White: Irish,5
E01008404,Newcastle upon Tyne 014E,15,White: Gypsy or Irish Traveller,0
E01008404,Newcastle upon Tyne 014E,16,White: Roma,0
E01008404,Newcastle upon Tyne 014E,17,White: Other White,15
E01008404,Newcastle upon Tyne 014E,18,Other ethnic group: Arab,10
E01008404,Newcastle upon Tyne 014E,19,Other ethnic group: Any other ethnic group,7
E01008405,Newcastle upon Tyne 014F,-8,Does not apply,0
E01008405,Newcastle upon Tyne 014F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008405,Newcastle upon Tyne 014F,2,"Asian, Asian British or Asian Welsh: Chinese",5
E01008405,Newcastle upon Tyne 014F,3,"Asian, Asian British or Asian Welsh: Indian",3
E01008405,Newcastle upon Tyne 014F,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008405,Newcastle upon Tyne 014F,5,"Asian, Asian British or Asian Welsh: Other Asian",10
E01008405,Newcastle upon Tyne 014F,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E01008405,Newcastle upon Tyne 014F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008405,Newcastle upon Tyne 014F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008405,Newcastle upon Tyne 014F,9,Mixed or Multiple ethnic groups: White and Asian,8
E01008405,Newcastle upon Tyne 014F,10,Mixed or Multiple ethnic groups: White and Black African,3
E01008405,Newcastle upon Tyne 014F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01008405,Newcastle upon Tyne 014F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
E01008405,Newcastle upon Tyne 014F,13,"White: English, Welsh, Scottish, Northern Irish or British",1474
E01008405,Newcastle upon Tyne 014F,14,White: Irish,5
E01008405,Newcastle upon Tyne 014F,15,White: Gypsy or Irish Traveller,0
E01008405,Newcastle upon Tyne 014F,16,White: Roma,0
E01008405,Newcastle upon Tyne 014F,17,White: Other White,10
E01008405,Newcastle upon Tyne 014F,18,Other ethnic group: Arab,5
E01008405,Newcastle upon Tyne 014F,19,Other ethnic group: Any other ethnic group,14
E01008406,Newcastle upon Tyne 037A,-8,Does not apply,0
E01008406,Newcastle upon Tyne 037A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01008406,Newcastle upon Tyne 037A,2,"Asian, Asian British or Asian Welsh: Chinese",176
E01008406,Newcastle upon Tyne 037A,3,"Asian, Asian British or Asian Welsh: Indian",151
E01008406,Newcastle upon Tyne 037A,4,"Asian, Asian British or Asian Welsh: Pakistani",37
E01008406,Newcastle upon Tyne 037A,5,"Asian, Asian British or Asian Welsh: Other Asian",136
E01008406,Newcastle upon Tyne 037A,6,"Black, Black British, Black Welsh, Caribbean or African: African",160
E01008406,Newcastle upon Tyne 037A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01008406,Newcastle upon Tyne 037A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",15
E01008406,Newcastle upon Tyne 037A,9,Mixed or Multiple ethnic groups: White and Asian,28
E01008406,Newcastle upon Tyne 037A,10,Mixed or Multiple ethnic groups: White and Black African,12
E01008406,Newcastle upon Tyne 037A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,30
E01008406,Newcastle upon Tyne 037A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,47
E01008406,Newcastle upon Tyne 037A,13,"White: English, Welsh, Scottish, Northern Irish or British",2674
E01008406,Newcastle upon Tyne 037A,14,White: Irish,46
E01008406,Newcastle upon Tyne 037A,15,White: Gypsy or Irish Traveller,2
E01008406,Newcastle upon Tyne 037A,16,White: Roma,7
E01008406,Newcastle upon Tyne 037A,17,White: Other White,278
E01008406,Newcastle upon Tyne 037A,18,Other ethnic group: Arab,64
E01008406,Newcastle upon Tyne 037A,19,Other ethnic group: Any other ethnic group,69
E01008407,Newcastle upon Tyne 034D,-8,Does not apply,0
E01008407,Newcastle upon Tyne 034D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",16
E01008407,Newcastle upon Tyne 034D,2,"Asian, Asian British or Asian Welsh: Chinese",106
E01008407,Newcastle upon Tyne 034D,3,"Asian, Asian British or Asian Welsh: Indian",61
E01008407,Newcastle upon Tyne 034D,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01008407,Newcastle upon Tyne 034D,5,"Asian, Asian British or Asian Welsh: Other Asian",84
E01008407,Newcastle upon Tyne 034D,6,"Black, Black British, Black Welsh, Caribbean or African: African",86
E01008407,Newcastle upon Tyne 034D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01008407,Newcastle upon Tyne 034D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01008407,Newcastle upon Tyne 034D,9,Mixed or Multiple ethnic groups: White and Asian,25
E01008407,Newcastle upon Tyne 034D,10,Mixed or Multiple ethnic groups: White and Black African,19
E01008407,Newcastle upon Tyne 034D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,19
E01008407,Newcastle upon Tyne 034D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,32
E01008407,Newcastle upon Tyne 034D,13,"White: English, Welsh, Scottish, Northern Irish or British",2422
E01008407,Newcastle upon Tyne 034D,14,White: Irish,26
E01008407,Newcastle upon Tyne 034D,15,White: Gypsy or Irish Traveller,0
E01008407,Newcastle upon Tyne 034D,16,White: Roma,4
E01008407,Newcastle upon Tyne 034D,17,White: Other White,197
E01008407,Newcastle upon Tyne 034D,18,Other ethnic group: Arab,70
E01008407,Newcastle upon Tyne 034D,19,Other ethnic group: Any other ethnic group,58
E01008409,Newcastle upon Tyne 017D,-8,Does not apply,0
E01008409,Newcastle upon Tyne 017D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01008409,Newcastle upon Tyne 017D,2,"Asian, Asian British or Asian Welsh: Chinese",22
E01008409,Newcastle upon Tyne 017D,3,"Asian, Asian British or Asian Welsh: Indian",11
E01008409,Newcastle upon Tyne 017D,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01008409,Newcastle upon Tyne 017D,5,"Asian, Asian British or Asian Welsh: Other Asian",17
E01008409,Newcastle upon Tyne 017D,6,"Black, Black British, Black Welsh, Caribbean or African: African",14
E01008409,Newcastle upon Tyne 017D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008409,Newcastle upon Tyne 017D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008409,Newcastle upon Tyne 017D,9,Mixed or Multiple ethnic groups: White and Asian,20
E01008409,Newcastle upon Tyne 017D,10,Mixed or Multiple ethnic groups: White and Black African,8
E01008409,Newcastle upon Tyne 017D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008409,Newcastle upon Tyne 017D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,19
E01008409,Newcastle upon Tyne 017D,13,"White: English, Welsh, Scottish, Northern Irish or British",1257
E01008409,Newcastle upon Tyne 017D,14,White: Irish,21
E01008409,Newcastle upon Tyne 017D,15,White: Gypsy or Irish Traveller,1
E01008409,Newcastle upon Tyne 017D,16,White: Roma,0
E01008409,Newcastle upon Tyne 017D,17,White: Other White,92
E01008409,Newcastle upon Tyne 017D,18,Other ethnic group: Arab,3
E01008409,Newcastle upon Tyne 017D,19,Other ethnic group: Any other ethnic group,15
E01008410,Newcastle upon Tyne 034B,-8,Does not apply,0
E01008410,Newcastle upon Tyne 034B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01008410,Newcastle upon Tyne 034B,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01008410,Newcastle upon Tyne 034B,3,"Asian, Asian British or Asian Welsh: Indian",50
E01008410,Newcastle upon Tyne 034B,4,"Asian, Asian British or Asian Welsh: Pakistani",36
E01008410,Newcastle upon Tyne 034B,5,"Asian, Asian British or Asian Welsh: Other Asian",27
E01008410,Newcastle upon Tyne 034B,6,"Black, Black British, Black Welsh, Caribbean or African: African",19
E01008410,Newcastle upon Tyne 034B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008410,Newcastle upon Tyne 034B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008410,Newcastle upon Tyne 034B,9,Mixed or Multiple ethnic groups: White and Asian,31
E01008410,Newcastle upon Tyne 034B,10,Mixed or Multiple ethnic groups: White and Black African,11
E01008410,Newcastle upon Tyne 034B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E01008410,Newcastle upon Tyne 034B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01008410,Newcastle upon Tyne 034B,13,"White: English, Welsh, Scottish, Northern Irish or British",2064
E01008410,Newcastle upon Tyne 034B,14,White: Irish,31
E01008410,Newcastle upon Tyne 034B,15,White: Gypsy or Irish Traveller,0
E01008410,Newcastle upon Tyne 034B,16,White: Roma,10
E01008410,Newcastle upon Tyne 034B,17,White: Other White,116
E01008410,Newcastle upon Tyne 034B,18,Other ethnic group: Arab,11
E01008410,Newcastle upon Tyne 034B,19,Other ethnic group: Any other ethnic group,30
E01008411,Newcastle upon Tyne 017E,-8,Does not apply,0
